time,stage,physical_stage,temperature,melted_fraction,mass_mg,mass_mgo,mass_c,radius,oxide_thickness,flame_radius,flame_temperature
0.0201,heating_and_melting,Preheating,411.2238817221,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0202,heating_and_melting,Preheating,411.770810081372,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0203,heating_and_melting,Preheating,412.317672157982,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0204,heating_and_melting,Preheating,412.864467906232,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0205,heating_and_melting,Preheating,413.411197280306,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0206,heating_and_melting,Preheating,413.957860234269,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0207,heating_and_melting,Preheating,414.504456722072,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0208,heating_and_melting,Preheating,415.050986697544,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0209,heating_and_melting,Preheating,415.597450114401,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.021,heating_and_melting,Preheating,416.143846926238,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0211,heating_and_melting,Preheating,416.690177086535,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0212,heating_and_melting,Preheating,417.236440548654,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0213,heating_and_melting,Preheating,417.782637265838,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0214,heating_and_melting,Preheating,418.328767191215,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0215,heating_and_melting,Preheating,418.874830277794,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0216,heating_and_melting,Preheating,419.420826478467,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0217,heating_and_melting,Preheating,419.96675574601,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0218,heating_and_melting,Preheating,420.512618033078,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0219,heating_and_melting,Preheating,421.058413292212,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.022,heating_and_melting,Preheating,421.604141475835,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0221,heating_and_melting,Preheating,422.149802536251,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0222,heating_and_melting,Preheating,422.695396425647,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0223,heating_and_melting,Preheating,423.240923096095,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0224,heating_and_melting,Preheating,423.786382499547,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0225,heating_and_melting,Preheating,424.331774587837,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0226,heating_and_melting,Preheating,424.877099312685,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0227,heating_and_melting,Preheating,425.42235662569,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0228,heating_and_melting,Preheating,425.967546478335,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0229,heating_and_melting,Preheating,426.512668821987,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.023,heating_and_melting,Preheating,427.057723607893,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0231,heating_and_melting,Preheating,427.602710787184,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0232,heating_and_melting,Preheating,428.147630310874,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
